Species ID	Species fullname	Number of contigs	Total contig length	N50 length	N90 length	Max length	% G+C content	% CheckM completeness	% CheckM contamination	Quality score	Phylum	Class	Order	Family	Genus	Species
M096	Eisenbergiella M096	51	3949931	130777	32491	394798	52.42	97.7	1.58	89.8	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	NA
M097	Lachnospira M097	60	2104242	45043	23175	112537	36.71	97.99	0.67	94.64	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
M098	CAG-288 M098	8	1410651	285349	68260	463495	38.24	97.38	0	97.38	Tenericutes	Mollicutes	RFN20	CAG-288	CAG-288_NA	NA
M099	Catabacter M099	15	2478695	232373	91058	550467	55.07	98.39	0	98.39	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_Catabacter	NA
M09A	Clostridium M09A	34	1631787	104833	25744	175586	28.71	76.5	2.01	66.45	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M09B	Ruminococcus M09B	136	2072137	21836	6493	76825	53.89	84.45	0	84.45	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_Ruminococcus	NA
M09C	Paraprevotella M09C	330	2754973	10843	4021	54170	49.29	86.24	2.22	75.14	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	NA
M09D	Mediterraneibacter M09D	89	2418545	52527	11953	98744	42.33	99.22	0	99.22	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	NA
M09E	Bacteroides M09E	50	2924554	83403	34649	223306	43.98	88.45	0.46	86.15	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
M09F	Lactobacillus animalis M09F	42	1846308	52865	20932	171885	41.15	98.78	1.31	92.23	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Lactobacillus animalis
M0A0	Christensenellaceae M0A0	80	1832167	30652	12603	161679	53.66	98.92	0.81	94.87	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_NA	NA
M0A1	Clostridium M0A1	59	1314536	44247	10311	90984	28.55	77.34	1.34	70.64	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M0A2	Clostridium M0A2	28	1466374	103436	26133	208855	26.91	76.56	0.56	73.76	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M0A3	Clostridium disporicum M0A3	113	3633211	56074	16593	201218	28.74	95.7	2.6	82.7	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	Clostridium disporicum
M0A4	CAG-822 M0A4	26	1266384	83393	45666	207080	25.13	91.57	2.25	80.32	Tenericutes	Mollicutes	Mycoplasmatales	CAG-822	CAG-822_NA	NA
M0A5	Phocaeicola M0A5	71	4683580	125807	32816	495121	43.4	82.43	0.37	80.58	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	NA
M0A6	Eubacterium M0A6	51	2620203	129327	36251	369527	32.38	100	0.67	96.65	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Eubacterium	NA
M0A7	Ruminococcaceae M0A7	39	2230682	72642	30593	246355	58.29	93.06	0	93.06	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M0A8	Marvinbryantia M0A8	65	2834611	71699	20158	226494	50.79	95.8	0	95.8	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	NA
M0A9	Emergencia timonensis M0A9	51	4375194	169554	43855	788113	45.66	99.29	0.71	95.74	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Emergencia	Emergencia timonensis
M0AA	Phascolarctobacterium M0AA	45	2231864	79836	29794	130724	47.01	99.4	1.5	91.9	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	NA
M0AB	Parabacteroides M0AB	50	5764243	194745	60918	316770	43.64	99.42	0.77	95.57	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
M0AC	Collinsella M0AC	28	2083420	143358	24192	379359	60.14	96.77	0.81	92.72	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M0AD	Eubacterium M0AD	43	1851054	85848	22124	156688	31.4	93.12	0	93.12	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Eubacterium	NA
M0AE	CAG-611 M0AE	49	1818727	68512	18470	130157	25.98	94.38	2.41	82.33	Tenericutes	Mollicutes	Mycoplasmatales	CAG-611	CAG-611_NA	NA
M0AF	Porphyromonadaceae M0AF	58	2577013	67099	23642	175900	51.48	93.4	0.38	91.5	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_NA	NA
M0B0	Collinsella M0B0	186	2067559	16526	4727	55179	59.98	95.59	2.02	85.49	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M0B1	Muribaculaceae M0B1	35	1620652	70573	25126	190827	57.99	72.14	0	72.14	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_NA	NA
M0B2	Collinsella M0B2	35	2298667	119402	39310	190354	59.97	100	0.81	95.95	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M0B3	Clostridium hiranonis M0B3	55	2339850	73972	22305	231021	30.98	82.76	0	82.76	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcaceae_Clostridium	Clostridium hiranonis
M0B4	Oscillospiraceae M0B4	272	1763739	8108	3304	44154	59.03	71.14	1.36	64.34	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M0B5	Blautia M0B5	48	3046012	104620	38701	286326	43.75	98.73	0.32	97.13	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M0B6	Oscillibacter M0B6	84	2435725	53086	12205	161206	56.46	97.99	1.4	90.99	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
M0B7	Oscillospiraceae M0B7	39	2471230	99673	31255	272038	56.64	94.63	1.68	86.23	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M0B8	Collinsella M0B8	181	2036200	16546	4880	68182	60.01	93.55	1.21	87.5	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M0B9	Prevotella M0B9	237	2879994	18630	5464	57120	47.63	77.66	1.72	69.06	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
M0BA	Clostridium M0BA	49	2876809	74209	37467	213618	48.97	100	0	100	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M0BB	Bacteroides M0BB	30	5011443	292687	79180	696199	42.2	94.28	0.73	90.63	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
M0BC	Lactobacillus acidophilus M0BC	66	1778594	48410	10824	142072	34.6	82.76	0	82.76	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus
M0BD	Acidaminococcus massiliensis M0BD	40	2464814	87053	35962	312898	54.27	98.18	0	98.18	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus massiliensis
M0BE	Olsenella umbonata M0BE	19	2203094	146892	54831	664353	65.25	100	0	100	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella umbonata
M0BF	Veillonella atypica M0BF	77	1991428	41195	12116	102715	39.13	98.2	0.2	97.2	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
M0C0	Oscillospiraceae M0C0	57	2879837	87599	27057	204141	57.2	97.76	1.34	91.06	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M0C1	Clostridium M0C1	34	1669030	86401	31640	146862	26.89	76.78	0.45	74.53	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M0C2	Christensenellaceae M0C2	194	2235292	16203	5378	45222	42.19	90.69	2.33	79.04	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_NA	NA
M0C3	Ruminococcus M0C3	74	3015761	65909	18331	188557	44.73	97.47	1.9	87.97	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Ruminococcus	NA
M0C4	Lactobacillus sakei M0C4	264	1450402	6418	2945	28391	41.37	88.27	1.42	81.17	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Lactobacillus sakei
M0C5	Faecalibacterium M0C5	27	2411983	137312	42939	302117	59.44	98.64	0	98.64	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
M0C6	Bacteroides salyersiae M0C6	32	5240812	237075	91132	634678	41.78	98.51	0	98.51	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salyersiae
M0C7	Clostridium M0C7	60	2737523	63627	26733	182922	49.72	99.96	0.11	99.41	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M0C8	Holdemania filiformis M0C8	145	3355693	34214	11996	134990	50.98	98.57	0.32	96.97	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis
M0C9	Lachnotalea M0C9	238	5052206	35443	8956	150402	49.89	95.34	2.85	81.09	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnotalea	NA
M0CA	Ruminococcus M0CA	17	2492788	266626	84473	378614	60.25	98.66	1.7	90.16	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Ruminococcus	NA
M0CB	CAG-288 M0CB	110	1899396	24558	7665	100955	24.71	99.07	1.12	93.47	Tenericutes	Mollicutes	RFN20	CAG-288	CAG-288_NA	NA
M0CC	Ruminiclostridium M0CC	35	2397416	111207	31278	193643	45.05	95.97	0	95.97	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium	NA
M0CD	Bifidobacterium animalis M0CD	16	1909169	201178	83952	321471	60.47	100	0	100	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis
M0CE	Lachnospiraceae M0CE	60	3157881	73629	32613	162725	50.04	96.73	0.16	95.93	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M0CF	Anaerovoracaceae M0CF	218	2034392	11947	4505	42587	41.89	90.71	1.6	82.71	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae_NA	NA
M0D0	Limosilactobacillus fermentum M0D0	99	1720945	28844	8789	79492	53.28	96.99	0	96.99	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum
M0D1	Blautia wexlerae M0D1	134	3874975	51400	16444	158172	41.12	99.37	0	99.37	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia wexlerae
M0D2	Enterococcus faecium M0D2	37	2522066	104181	37582	200233	38.4	99.62	0.38	97.72	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
M0D3	Intestinimonas massiliensis M0D3	59	2284748	61306	20136	125596	62.66	77.68	1.01	72.63	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas massiliensis
M0D4	Pyramidobacter piscolens M0D4	43	2441570	80419	34376	209988	60.15	100	0	100	Synergistota	Synergistia	Synergistales	Dethiosulfovibrionaceae	Pyramidobacter	Pyramidobacter piscolens
M0D5	Flavonifractor M0D5	105	3130474	49881	14283	122969	61.45	95.64	1.34	88.94	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	NA
M0D6	Cloacibacillus evryensis M0D6	75	3138817	67742	25527	239319	56.42	98.28	0	98.28	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Cloacibacillus evryensis
M0D7	Anaerotruncus massiliensis M0D7	51	3026035	126996	24617	346578	63.74	99.33	0	99.33	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerofilum	Anaerotruncus massiliensis
M0D8	Acutalibacteraceae M0D8	26	2537051	165343	38422	385084	50.38	96.64	0	96.64	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M0D9	Prevotella buccae M0D9	58	2801973	65758	25155	333955	51.78	96.95	0	96.95	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella buccae
M0DA	Collinsella M0DA	35	2110498	75253	38128	204078	59.75	99.19	0.81	95.14	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M0DB	Ruminococcus M0DB	36	1960097	91475	26724	245073	43.99	83.92	0.79	79.97	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Ruminococcus	NA
M0DC	Collinsella M0DC	234	2053133	14665	3578	54227	60.04	91.13	4.55	68.38	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M0DD	Desulfovibrio piger M0DD	36	2555020	110763	42588	197723	64.75	100	0.59	97.05	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio piger
M0DE	Oscillospiraceae M0DE	25	1440244	86422	34054	279587	58.73	88.59	0	88.59	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M0DF	Roseburia M0DF	30	2703607	188197	46611	284083	40.9	99.52	0.74	95.82	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
M0E0	Parabacteroides M0E0	107	4576248	63878	22047	204321	46.62	94.02	0	94.02	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
M0E1	Oscillibacter M0E1	73	1930039	40981	14519	99976	59.63	88.87	0.67	85.52	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
M0E2	Lachnospira M0E2	47	2837379	95795	36861	161356	41.78	99.33	0	99.33	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
M0E3	Holdemanella M0E3	110	1686032	23190	7382	68994	34.52	93.53	0	93.53	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA
M0E4	Faecalibacterium prausnitzii M0E4	80	2463510	46404	14575	278668	59.63	93.24	0.91	88.69	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii
M0E5	Bilophila M0E5	295	3226677	14593	5324	70598	59.01	87.32	0.33	85.67	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	NA
M0E6	Bifidobacterium longum M0E6	10	2369038	352535	116712	622827	60.24	100	0	100	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
M0E7	Clostridium M0E7	29	3520312	235637	67688	436439	52.39	99.21	0	99.21	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M0E8	Collinsella M0E8	22	2287751	159118	50387	301254	59.77	100	0.81	95.95	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M0E9	Akkermansia muciniphila M0E9	23	2989067	235775	68688	332942	58.07	97.96	0	97.96	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila
M0EA	Prevotella stercorea M0EA	68	2688223	59531	20191	237171	49.47	98.33	0.12	97.73	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella stercorea
M0EB	Eubacterium M0EB	50	3045319	90801	32386	351213	43.75	99.78	0	99.78	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Eubacterium	NA
M0EC	CAG-433 M0EC	20	1372994	143105	55187	217659	24.57	93.82	0.56	91.02	Tenericutes	Mollicutes	Mycoplasmatales	CAG-433	CAG-433_NA	NA
M0ED	Prevotella M0ED	41	2701326	104860	30685	233839	57.12	72.1	0.37	70.25	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
M0EE	Ruminococcus M0EE	69	2448859	117442	17282	227435	37	98.66	0	98.66	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_Ruminococcus	NA
M0EF	Oscillospiraceae M0EF	154	1480466	13238	4514	56705	53.11	85.36	0.34	83.66	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M0F0	Oscillospiraceae M0F0	44	2010757	86180	20681	216067	55.87	94.3	0.67	90.95	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M0F1	Roseburia M0F1	33	2925535	123908	48073	226402	46.15	97.99	0	97.99	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
M0F2	Staphylococcus equorum M0F2	191	2607652	22064	5946	103628	33.1	96.94	2.36	85.14	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus equorum
M0F3	Clostridium M0F3	19	1509695	140303	35039	417673	27.04	77.39	0.67	74.04	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M0F4	Lachnospira eligens M0F4	47	2764852	77500	41814	333817	37.36	98.66	0	98.66	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira eligens
M0F5	Acutalibacter M0F5	19	2402873	182497	62298	485197	59.21	97.99	0	97.99	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	NA
M0F6	Faecalibacterium M0F6	30	2210757	102379	39585	378233	58.21	99.32	0	99.32	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
M0F7	Acutalibacteraceae M0F7	321	2048615	7464	3263	59434	49.33	88.5	0.56	85.7	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M0F8	Bifidobacterium pseudolongum M0F8	16	1771672	260754	69316	450574	63.82	98.22	0	98.22	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudolongum
M0F9	Lacticaseibacillus rhamnosus M0F9	52	2859638	84842	30761	216158	46.71	95.11	0	95.11	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus
M0FA	Blautia hansenii M0FA	40	2711962	114450	49892	363935	38.66	99.36	0	99.36	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia hansenii
M0FB	Coprobacter secundus M0FB	517	4126533	10489	3908	43536	36.49	93.68	3.08	78.28	Bacteroidetes	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter secundus
M0FC	Clostridium M0FC	18	1572077	861087	42214	861087	26.69	80.69	1.12	75.09	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M0FD	Collinsella M0FD	57	1997450	43985	19363	141930	60.07	95.16	0.81	91.11	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M0FE	Collinsella M0FE	212	1981698	12929	4508	77030	60.09	90.51	0.88	86.11	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M0FF	CAG-313 M0FF	7	1665557	387917	187828	620634	28.62	98.67	0.11	98.12	Tenericutes	Mollicutes	Acholeplasmatales	CAG-313	CAG-313_NA	NA
M100	Clostridium M100	33	1883736	89008	22393	175973	49.94	98.36	0.81	94.31	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_Clostridium	NA
M101	Ruminococcaceae M101	311	1830941	7311	2980	35112	44.56	89.68	3.88	70.28	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M102	Clostridium M102	14	1292935	132450	62624	213890	28.2	80.02	0.22	78.92	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M103	Christensenellaceae M103	63	2474643	70395	16417	308671	58.04	98.79	0.27	97.44	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_NA	NA
M104	Oscillibacter M104	41	2220456	122788	31661	358296	61.22	87.92	0.69	84.47	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
M105	CAG-74 M105	35	2958023	189624	39955	435463	62.17	97.98	0.27	96.63	Firmicutes	Clostridia	Christensenellales	CAG-74	CAG-74_NA	NA
M106	Mycoplasmataceae M106	14	1337371	688184	35815	688184	27.3	93.82	0	93.82	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasmataceae_NA	NA
M107	CAG-917 M107	10	1716060	305925	62849	699715	49.75	90.14	0	90.14	Firmicutes	Clostridia	Christensenellales	CAG-917	CAG-917_NA	NA
M108	Acutalibacteraceae M108	30	2430281	158614	47400	347247	50.88	93.96	0.67	90.61	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M109	CAG-302 M109	32	1206110	74507	25756	179506	27.36	92.7	0	92.7	Tenericutes	Mollicutes	Mycoplasmatales	CAG-302	CAG-302_NA	NA
M10A	Mediterraneibacter faecis M10A	78	2792867	66121	16519	139123	40.87	99.12	0	99.12	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter faecis
M10B	Lactococcus lactis M10B	121	2141007	27625	8806	81561	35.13	97.1	0.09	96.65	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
M10C	Collinsella M10C	251	1752505	9003	3395	44113	60.27	83.22	0.49	80.77	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M10D	Collinsella M10D	307	1850665	6955	3158	37335	60.26	88.22	3.16	72.42	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M10E	Alistipes finegoldii M10E	18	3327099	438263	70879	646204	58.62	100	0	100	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii
M10F	CAG-611 M10F	53	1587139	62649	12506	111734	31.38	93.82	0.56	91.02	Tenericutes	Mollicutes	Mycoplasmatales	CAG-611	CAG-611_NA	NA
M110	Bacteroides fluxus M110	79	4169396	78721	29496	323277	45.44	98.98	0	98.98	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fluxus
M111	QALW01 M111	179	2217122	19420	5374	60763	47.22	92.8	0.81	88.75	Firmicutes	Clostridia	Christensenellales	QALW01	QALW01_NA	NA
M112	Collinsella M112	34	2175235	124032	32727	240590	60.2	99.19	0.81	95.14	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M113	CAG-917 M113	11	1573462	315134	91059	563535	47.07	92.4	0.7	88.9	Firmicutes	Clostridia	Christensenellales	CAG-917	CAG-917_NA	NA
M114	CAG-917 M114	24	1527307	99138	31677	236933	46.94	84.79	0	84.79	Firmicutes	Clostridia	Christensenellales	CAG-917	CAG-917_NA	NA
M115	Dialister M115	73	1770666	36796	11930	103227	49.51	77.85	0	77.85	Firmicutes	Negativicutes	Veillonellales	Dialisteraceae	Dialister	NA
M116	Olsenella M116	68	2309387	57351	16218	176603	59.99	97.58	0	97.58	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	NA
M117	Clostridium M117	20	1515523	200922	45150	392336	26.69	75.89	3.13	60.24	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M118	Faecalibacterium M118	102	2353877	39743	10895	147471	57.95	94.39	1.7	85.89	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
M119	Faecalibacterium M119	52	2295318	68711	19643	185931	58.34	99.57	0.85	95.32	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
M11A	Collinsella M11A	20	2231435	181437	44686	368397	59.48	99.19	0.81	95.14	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M11B	Clostridium M11B	13	2174492	292089	85155	606742	51.32	97.27	0	97.27	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Clostridium	NA
